Surface_Area_Current,Depth_Current,Breadth_Current,Inflow_Amount,Surface_Area_Target,Depth_Target,Breadth_Target,Condition,Maintenance_Frequency,Maintenance_Suggestions,Prev_Maintenance_Cost,Estimated_Cost
146.3233409588229,16.26093041740679,75.07770934798218,0.7865545612556175,147.89645008133414,17.440762259290217,75.86426390923779,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,172966.7871491942,173112.7720087508
306.3145944664674,29.71519991177542,19.267580916281354,4.355493081899772,315.0255806302669,36.24843953462508,23.623073998181127,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,477888.6030126847,502676.132251442
70.60743646536888,37.156816521502805,21.72558301033432,2.488412871422617,75.58426220821411,40.88943582863673,24.213995881756937,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,117976.05130140511,122598.67532493008
146.78017961907386,34.70888195229791,37.67673817634682,4.483305911781048,155.74679144263595,41.433840819969475,42.16004408812786,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,244550.66046917086,271585.0380205798
183.81455980355216,17.59702536256743,48.96777553391111,4.019290754141845,191.85314131183586,23.625961493780196,52.98706628805295,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,474627.1640754195,494106.2927681843
228.57892212430093,47.96893762984374,62.2072223814993,2.183546171899244,232.9460144680994,51.2442568876926,64.39076855339854,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,238877.29261675503,242000.55444754142
392.8028047351138,38.20536125130958,37.52245031740747,0.21009961076857525,393.2230039566509,38.520510667462446,37.73254992817604,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,337336.6764488385,337339.45870426553
100.63721729702151,29.945932363013032,46.790936897181645,1.416519060986236,103.47025541899399,32.070710954492384,48.207455958167884,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,228917.47908325744,229770.16388716406
257.6029847683922,32.527433580545846,74.9996228752419,2.7540076518382484,263.1110000720687,36.658445058303215,77.75363052708015,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,173396.8410569015,179663.22040818725
296.6148698621592,23.882002809250547,4.631637086169192,3.2040432771481218,303.02295641645543,28.68806772497273,7.835680363317314,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,492789.9415819227,502657.6515264492
24.178755947278866,16.147894527552086,25.991257490058054,1.3636496586226914,26.906055264524248,18.193369015486123,27.354907148680745,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,234200.30284176936,234961.03132777294
304.1648810988177,21.01877053930677,71.6216090025707,0.7828447629568382,305.7305706247314,22.19303768374203,72.40445376552753,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,452344.64165561047,452488.5706219804
86.09153771995847,39.10307497089661,89.62547693103274,4.191158160316566,94.4738540405916,45.389812211371456,93.8166350913493,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,153479.57265098876,175565.8949101306
33.46074489965448,5.647706988339014,51.656066769450945,4.923570685447405,43.30788627054929,13.033063016510122,56.57963745489835,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,145897.11681128747,181703.6097772281
474.4938830894133,10.223268822811232,53.67923504126625,2.6758818932831607,479.84564687597964,14.237091662735972,56.355116934549415,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,64010.337298030114,69758.40768099662
482.8503845042051,7.070118890978874,11.61002912263783,0.9412285006566872,484.7328415055185,8.481961641963904,12.551257623294516,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,343250.0714191483,343500.2248493617
404.3902767101141,6.8327961043536565,45.29382431552201,1.434305899944908,407.25888851000394,8.98425495427102,46.72813021546692,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,215836.8546756925,216722.0652829371
153.00227081751197,43.495726280495326,53.729109379047294,0.190114315082587,153.38249944767713,43.780897753119206,53.91922369412988,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,438961.21242783667,438963.27384416875
49.738384889185554,36.664603672101066,25.004579859838238,4.580064152146445,58.89851319347844,43.53469990032073,29.584644011984683,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,262944.4580112007,291767.24274114106
342.4322802295663,26.337822308929635,27.655079863988714,0.6769803061616916,343.78624084188965,27.35329276817217,28.332060170150406,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,485687.0425616248,485780.1210581296
220.63609437606104,9.402537229295067,38.351132147357646,2.9249307300198426,226.48595583610071,13.789933324324831,41.27606287737749,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,133486.4820664045,140993.5096333594
61.897079187544634,27.122714380257456,2.9870485799949105,1.4428705813673095,64.78282035027925,29.28702025230842,4.4299191613622195,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,440880.42558002484,441781.5886602397
248.0932781455238,26.306229685125455,32.88583739273465,2.815472212327388,253.7242225701786,30.529438003616537,35.701309605062036,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,399468.5837562838,406163.96005880355
18.15987203649398,12.794084145950684,21.93335269265792,3.291959902924135,24.743791842342247,17.732024000336885,25.225312595582054,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,396914.8300898234,407617.3209326498
454.75088063731226,24.523324215708787,33.42223786561355,4.165734838165288,463.08235031364285,30.771926472956718,37.58797270377884,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,430152.45265259943,451839.2849770529
130.13121081840845,22.932713047881805,12.856451050105871,1.1114642316269558,132.35413928166236,24.59990939532224,13.967915281732827,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,392460.7959243495,392872.7110389304
331.59861989263703,32.71325441234974,89.1622007932496,0.15387956042655435,331.90637901349015,32.944073752989574,89.31608035367616,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,331799.14473413693,331800.2378446365
156.54382696861606,33.579214289043975,59.765652901850814,0.7707395873371556,158.08530614329038,34.73532367004971,60.53639248918797,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,109060.19495707442,109197.54988745843
260.5139425677276,7.038680439742003,68.23112959530447,4.510091345055715,269.53412525783904,13.803817457325575,72.74122094036018,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,64636.780771063364,92158.6082757425
273.80842939229655,21.857567658191204,79.12795262212649,4.382061380056324,282.5725521524092,28.430659728275693,83.51001400218281,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,464381.5315170591,489625.44157597644
93.242373307238,33.16369620714064,50.34577769397667,3.027324200634511,99.29702170850702,37.704682508092404,53.37310189461118,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,327492.6415343321,335815.98953188286
484.82272925451474,27.641131636103946,9.605108520654946,3.042532616124902,490.90779448676454,32.2049305602913,12.647641136779848,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,408441.78093927936,416891.2025759138
387.7912788571962,43.542042853474506,54.17354764003623,3.358679705276652,394.50863826774946,48.580062411389484,57.53222734531288,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,266685.05818064755,278051.56521195
469.80997184053035,34.64121342285253,59.097270684067034,0.9593192652549031,471.72861037104013,36.08019232073489,60.05658994932194,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,102788.68503307752,103053.54160473333
447.5188478633968,12.332049218664336,74.79850794424867,4.580618535032303,456.6800849334614,19.20297702121279,79.37912647928097,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,106333.6064911477,135166.85884266288
299.3520894267315,8.175593633019343,43.73429507673826,2.1519755719711586,303.6560405706738,11.403556990976082,45.88627064870942,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,358504.3792530371,361494.11818072497
461.0152432765353,33.9088675192842,13.630449976760811,1.9773787884225378,464.9700008533803,36.874935701918005,15.60782876518335,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,243637.65270475822,245957.1339649506
45.15775852390783,6.193008974372981,29.093814674073723,2.642696755885904,50.44315203567964,10.157054108201837,31.736511429959627,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,140236.12701515152,145772.98327931704
98.79544834715345,31.35990115730585,36.945147343464875,0.33013323719776977,99.455714821549,31.855101013102505,37.275280580662645,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,271217.54603364656,271228.3401974974
23.568417166358493,47.31036086412309,64.94580689182851,0.9147885069047892,25.397994180168073,48.682543624480275,65.8605953987333,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,78894.02168381034,79123.68062256613
163.3398350508689,30.896338004414552,57.50705216222228,3.7163647204892154,170.77256449184733,36.470885085148375,61.2234168827115,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,311887.13086147944,327285.5536849641
194.94996755505153,22.467646679293487,36.25357586388678,0.5057134728331197,195.96139450071777,23.226216888543167,36.7592893367199,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,171047.03199579395,171085.8322728315
136.40316685517405,33.947969829905894,98.66500963050498,3.0554453363853025,142.51405752794466,38.53113783448385,101.72045496689029,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,408901.5952867347,417459.0539466101
414.54001706681277,25.62138007211825,60.97170711633183,1.3022106374384728,417.1444383416897,27.57469602827596,62.2739177537703,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,189662.8815156082,190325.34961608698
179.01991002010104,29.552755519217072,24.485452381863453,2.007548508805685,183.0350070377124,32.5640782824256,26.493000890669137,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,254849.06708681054,257276.3444115185
141.186320334003,47.36591639494363,11.07646478941997,1.5145993101764295,144.21551895435587,49.63781536020828,12.5910640995964,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,55229.242958645285,56271.59523406882
271.805345495966,22.37461870103484,16.133054779248873,1.842796310678251,275.49093811732246,25.138813167052216,17.975851089927126,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,82601.0995075515,84478.48413344938
71.32118826240657,48.25357537207614,25.349815110066306,3.6233249354028034,78.56783813321218,53.688562775180344,28.97314004546911,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,226622.10038300816,240892.72896700547
401.2962933962658,45.74077888802287,16.90745595269601,1.5558964065535579,404.4080862093729,48.0746234978532,18.46335235924957,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,265972.4756227056,267102.4361900935
38.20077119620564,13.81060106551834,19.47013538107927,2.8753827374547964,43.951536671115235,18.123675171700533,22.345518118534066,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,320009.2466536867,327141.1958030884
493.45658136365813,8.121258539382445,29.22442170069086,2.4326469707755884,498.3218753052093,11.770228995545828,31.65706867146645,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,181248.16041918646,185566.91493582522
386.35013987903204,9.535010061984199,18.163985934180726,3.3519887102769763,393.054117299586,14.562993127399663,21.515974644457703,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,362741.8487569441,374040.55965450895
100.15912508555203,5.819982154319738,89.77977703801609,4.6904657226913145,109.54005653093466,12.85568073835671,94.47024276070741,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,437055.0787351421,468012.81202529866
3.755536444677597,9.249933234016778,8.943140820502578,3.6896032763302267,11.134742997338051,14.784338148512118,12.632744096832804,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,400932.9450020074,416001.10657843575
407.91525279896223,35.73530480373606,52.92662756745521,1.1532078550947082,410.22166850915164,37.465116586378116,54.07983542254992,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,67828.47140676071,68288.56271668617
353.72181457996095,8.203489180710305,41.62928587197649,0.2527973618002949,354.22740930356156,8.582685223410747,41.88208323377679,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,266228.126266023,266232.97288486874
364.77457685245264,19.35390336321926,98.25548307395204,1.3850938170691431,367.5447644865909,21.431544088822974,99.64057689102118,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,97218.5802881787,98015.7647526729
385.8639029962869,43.019388993625455,12.091851314637182,3.015881860431249,391.8956667171494,47.54321178427233,15.107733175068432,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,158920.25713813736,167149.58243983667
37.94828121531109,6.047237108112164,40.38770430552842,0.3519864860728268,38.65225418745675,6.5752168372214035,40.73969079160125,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,493998.1669702159,494011.2497256871
179.87439854359204,41.65108171650211,96.97757289426151,2.5321946112860583,184.93878776616415,45.4493736334312,99.50976750554757,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,114122.99430568094,118993.93111425244
58.818660703039725,17.683464864802996,86.68520546350405,3.0245299596927575,64.86772062242524,22.220259804342135,89.7097354231968,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,274499.66905311024,282799.99079575465
431.6886095119212,10.317417242974532,81.89013502397871,1.7377950650031082,435.1641996419274,12.924109840479193,83.62793008898183,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,328170.0804431536,329744.48715834296
312.0257652869514,36.353172441386775,26.532379877449042,3.877469798354528,319.78070488366046,42.16937713891856,30.40984967580357,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,366109.2367448468,383598.29909460683
166.11811440147196,33.302428105094776,17.917871151616517,0.6223314403554818,167.36277728218292,34.235925265628,18.540202591971997,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,301841.9075691113,301914.21559109126
32.7156167927258,44.48624060871738,67.19567877251866,0.468175130505463,33.651967053736726,45.188503304475574,67.66385390302412,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,54396.881338632644,54427.6668431582
156.18017853611545,38.07819697117486,93.008222923631,3.6681249053976566,163.51642834691077,43.58038432927135,96.67634782902866,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,196907.58870979634,211714.12930557918
163.26647769134678,41.156641867318186,56.11952640837905,2.527907449410373,168.32229259016754,44.948503041433746,58.64743385778942,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,282970.2395231201,287816.4778044637
365.07348299069395,17.69155576570879,57.58965625752008,3.4731717424959068,372.01982647568576,22.901313379452652,61.06282800001599,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,89539.92461517501,102108.90451276964
319.14117820625137,12.984779470087528,28.717930272368132,2.230653959158357,323.6024861245681,16.330760408825064,30.94858423152649,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,207782.11904413134,211111.91686868278
443.71915854558694,38.77766382383862,77.17980038600176,1.3073699628716235,446.3338984713302,40.73871876814606,78.48717034887338,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,64941.39895611495,65611.77233986823
236.6352476558127,41.30756326702688,19.517331107194813,4.113601356603579,244.86245036901985,47.477965301932244,23.63093246379839,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,85360.32371975933,106243.0820372439
60.677528723212546,49.5727313900303,33.04424440402013,4.017137806947998,68.71180433710855,55.5984381004523,37.06138221096813,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,228615.47429071824,248063.31755674153
356.9091488242745,23.567795461014192,43.11820742302526,3.5040127071866913,363.9171742386479,28.82381452179423,46.62222013021195,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,109722.08931937715,122628.88015622372
380.6317392598318,21.740813860675242,51.253427489761044,1.4335111724268175,383.49876160468546,23.891080619315467,52.68693866218786,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,305393.3817177012,306277.12169409636
281.07732158717863,39.938583233389856,24.998563509092943,2.992130267658527,287.0615821224957,44.42677863487765,27.99069377675147,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,360259.23611176957,368295.6583518408
385.71262279732593,20.336159311385803,12.36884564918115,1.8687720950061315,389.4501669873382,23.139317453895,14.23761774418728,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,410264.0145990873,412221.91356120055
247.404002585831,46.88407965216041,61.45138420172162,0.5487521593005074,248.501506904432,47.70720789111117,62.00013636102213,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,140067.60991016455,140117.18345571888
261.84368186161504,43.62857383293553,29.57442477078532,4.59483651976499,271.033354901145,50.52082861258302,34.16926129055031,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,125367.1620165814,154469.73903641241
214.34296816091626,24.304731231875827,58.54258392083862,0.7704112915029109,215.88379074392208,25.460348169130192,59.31299521234153,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,97055.52815048012,97192.70763698823
13.684144245303498,38.78919805061738,16.28190881214603,4.756163033721932,23.196470312747362,45.92344260120028,21.03807184586796,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,336393.6122946365,368670.485345639
54.83782206965892,38.95442933381071,48.63287008362693,2.2854282874939833,59.40867864464688,42.38257176505168,50.91829837112092,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,367914.07691910554,371495.23960068694
16.68316365768039,9.640574097616968,53.726353822607,1.0071513513092363,18.69746636029886,11.151301124580822,54.73350517391624,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,64213.765171538915,64520.24752508017
318.56879522062644,45.6148808005805,6.130530145420264,2.755314642153955,324.07942450493437,49.74785276381144,8.885844787574218,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,471295.5108096604,477570.81604527263
157.863634557087,27.736356760153573,34.32382354119814,4.3774345957944005,166.6185037486758,34.30250865384517,38.701258136992536,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,73387.07764316259,98551.11101517935
254.77677489118668,42.190585974848375,14.30705301695845,3.68790194340685,262.15257877800036,47.72243888995865,17.994954960365302,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,293583.3508854817,308630.6775876864
453.8756704891204,19.402232046377527,7.274122076804007,4.052149624521104,461.9799697381626,25.480456483159184,11.326271701325112,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,369077.2337529124,389038.0213936069
125.3968223452886,45.29854528232902,99.00606300660458,3.3280384968825154,132.05289933905362,50.29060302765279,102.33410150348709,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,441936.1056857385,452994.3524936878
205.78107859477925,22.51407554303734,32.913030652497575,3.4921551661374775,212.7653889270542,27.752308292243555,36.405185818635054,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,371339.1194595925,384115.3238768913
378.0200181329813,5.487694316613426,81.17757013960885,4.261058692670065,386.54213551832146,11.879282355618523,85.43862883227891,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,410777.6373814063,433987.5659370146
115.1702845803196,45.74218893886687,26.20942482161262,1.3233732434100114,117.81703106713962,47.72724880398189,27.532798065022632,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,202752.58664426272,203447.88035914363
39.412975004567706,9.10790045537601,68.468769500169,2.4981823218513886,44.40933964827048,12.855173938153094,70.96695182202039,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,416671.3011859305,421348.58417843905
145.58597500397025,19.36911369156867,76.26255812907897,1.1839262649160511,147.95382753380235,21.145003088942747,77.44648439399502,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,86051.68087310382,86549.52710072436
81.44942233974821,47.75278851728622,59.96823532017658,4.93957323918357,91.32856881811534,55.16214837606157,64.90780855936015,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,452667.4952272374,488824.25818670704
464.919128518944,47.77732161219002,47.68604266646568,4.725890764464405,474.37091004787277,54.86615775888663,52.411933430930084,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,296416.56926918135,328081.0442671437
404.25206940264405,30.804704965547874,41.77225050057959,0.29319137570567894,404.8384521540554,31.244492029106393,42.06544187628527,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,417783.9964831222,417791.5574063539
317.06847449870133,33.43267454764097,35.53795838775653,3.5573183453268737,324.1831111893551,38.76865206563128,39.09527673308341,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,253543.22803323506,267048.06827148574
435.8588345036711,25.18004848902439,93.02338528053475,4.633716755336763,445.12626801434465,32.13062362202953,97.65710203587152,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,339609.96283843624,369457.58265913435
402.0323663726581,18.194484726412902,83.23132137098519,0.9848191911239343,404.00200475490595,19.671713513098805,84.21614056210912,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,286881.197421251,287167.7410549679
94.09845938413189,19.789904541646216,96.53766415598474,2.8829316297078846,99.86432264354765,24.11430198620804,99.42059578569263,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,379215.28478989936,386403.55317278375
446.3869402464989,35.26333052346673,13.305425125068927,4.585892658181405,455.5587255628617,42.14216951073884,17.891317783250333,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,86733.49191376532,115666.45478465708
270.1317787159097,38.8568538246956,73.35588004516079,0.2663352950704143,270.6644493060505,39.25635676730122,73.62221534023121,High Erosion,Moderate (Every 2-3 Years),Strengthen shores to prevent erosion.,77158.4377957537,77164.10550320323
403.9126374268672,40.621056967663186,93.89570522528274,3.517359309509516,410.94735604588624,45.89709593192746,97.41306453479226,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,161196.4553045659,174251.29249997786
448.1495586618231,40.53281642575492,18.942073550400355,1.5570101361254989,451.26357893407413,42.86833162994317,20.499083686525854,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,121795.10605093476,122927.49487422164
159.68373401096008,9.104274637191066,7.583130469310972,4.629541357344999,168.9428167256501,16.048586673208565,12.21267182665597,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,442302.60496649076,472069.6112539453
55.915910339310706,27.248913711616165,74.37094427971584,4.858185401310302,65.63228114193132,34.53619181358162,79.22912968102615,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,148646.29431111994,183045.11142620642
114.7396461084289,7.590144200748993,57.87283820481128,4.726905796655826,124.19345770174056,14.680502895732733,62.59974400146711,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,489139.3651186091,520824.2472948425
214.1267865245019,29.7287997045681,84.34104889906894,2.423649661621573,218.97408584774504,33.36427419700046,86.7646985606905,Stable,Low (Every 5 Years),Regular maintenance of inlets and outlets required.,201603.10629699807,205874.1182130959
409.18936819532405,24.868872561801965,14.83746528600266,4.324008989847636,417.83738617501933,31.35488604657342,19.161474275850296,High Sedimentation,High (Every Year),Increase depth by dredging and use sediment for shore strengthening.,131953.0620599147,156206.93060209817
